"Value" "Parm_StDev" "type" "Yr"
"Main_RecrDev_2006" -0.0222829 0.16111 "Main_RecrDev" 2006
"Main_RecrDev_2007" -0.145845 0.155569 "Main_RecrDev" 2007
"Main_RecrDev_2008" -0.210624 0.145494 "Main_RecrDev" 2008
"Main_RecrDev_2009" -0.252384 0.140175 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.311824 0.13092 "Main_RecrDev" 2010
"Main_RecrDev_2011" -0.134669 0.109683 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.276215 0.121123 "Main_RecrDev" 2012
"Main_RecrDev_2013" -0.133325 0.117225 "Main_RecrDev" 2013
"Main_RecrDev_2014" -0.187605 0.11834 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.189803 0.126433 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.337301 0.129074 "Main_RecrDev" 2016
"Main_RecrDev_2017" -0.0323721 0.135195 "Main_RecrDev" 2017
"Main_RecrDev_2018" 0.387953 0.155979 "Main_RecrDev" 2018
"Main_RecrDev_2019" 0.0483658 0.182006 "Main_RecrDev" 2019
"Main_RecrDev_2020" 0.0131867 0.195761 "Main_RecrDev" 2020
"Main_RecrDev_2021" 0.0390947 0.198955 "Main_RecrDev" 2021
"Late_RecrDev_2022" 5.32252e-05 0.200005 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0.2 "ForeRecr" 2023
